,PGCname,T,category_label,category_label_name
804,PGC0026089,0,2,spiral
805,PGC0026100,2,2,spiral
806,PGC0026104,9,2,spiral
807,PGC0026108,9,2,spiral
808,PGC0026127,2,2,spiral
809,PGC0026142,10,3,irregular
810,PGC0026150,8,2,spiral
811,PGC0026173,6,2,spiral
812,PGC0026178,1,2,spiral
813,PGC0026189,8,2,spiral
814,PGC0026197,2,2,spiral
815,PGC0026218,8,2,spiral
816,PGC0026224,8,2,spiral
817,PGC0026225,6,2,spiral
818,PGC0026232,1,2,spiral
819,PGC0026234,6,2,spiral
820,PGC0026238,6,2,spiral
821,PGC0026246,1,2,spiral
822,PGC0026258,2,2,spiral
823,PGC0026282,4,2,spiral
824,PGC0026283,6,2,spiral
825,PGC0026294,7,2,spiral
826,PGC0026302,-5,0,elliptical
827,PGC0026304,7,2,spiral
828,PGC0026323,-5,0,elliptical
829,PGC0026329,6,2,spiral
830,PGC0026330,1,2,spiral
831,PGC0026338,4,2,spiral
832,PGC0026340,1,2,spiral
833,PGC0026345,-2,1,lenticular
834,PGC0026346,-2,1,lenticular
835,PGC0026351,10,3,irregular
836,PGC0026357,3,2,spiral
837,PGC0026363,3,2,spiral
838,PGC0026368,1,2,spiral
839,PGC0026371,4,2,spiral
840,PGC0026376,-3,1,lenticular
841,PGC0026377,-5,0,elliptical
842,PGC0026381,6,2,spiral
843,PGC0026390,4,2,spiral
844,PGC0026398,-4,0,elliptical
845,PGC0026403,1,2,spiral
846,PGC0026407,6,2,spiral
847,PGC0026409,8,2,spiral
848,PGC0026410,6,2,spiral
849,PGC0026412,8,2,spiral
850,PGC0026418,5,2,spiral
851,PGC0026443,6,2,spiral
852,PGC0026445,4,2,spiral
853,PGC0026469,9,2,spiral
854,PGC0026471,6,2,spiral
855,PGC0026485,10,3,irregular
856,PGC0026495,6,2,spiral
857,PGC0026498,6,2,spiral
858,PGC0026501,3,2,spiral
859,PGC0026504,-5,0,elliptical
860,PGC0026512,1,2,spiral
861,PGC0026517,8,2,spiral
862,PGC0026528,3,2,spiral
863,PGC0026538,8,2,spiral
864,PGC0026540,7,2,spiral
865,PGC0026541,6,2,spiral
866,PGC0026543,4,2,spiral
867,PGC0026553,5,2,spiral
868,PGC0026556,-1,1,lenticular
869,PGC0026563,5,2,spiral
870,PGC0026571,-6,0,elliptical
871,PGC0026575,8,2,spiral
872,PGC0026576,6,2,spiral
873,PGC0026580,4,2,spiral
874,PGC0026599,8,2,spiral
875,PGC0026607,3,2,spiral
876,PGC0026625,6,2,spiral
877,PGC0026631,3,2,spiral
878,PGC0026642,8,2,spiral
879,PGC0026643,8,2,spiral
880,PGC0026649,0,2,spiral
881,PGC0026663,9,2,spiral
882,PGC0026666,5,2,spiral
883,PGC0026685,1,2,spiral
884,PGC0026721,6,2,spiral
885,PGC0026727,7,2,spiral
886,PGC0026733,-5,0,elliptical
887,PGC0026739,-1,1,lenticular
888,PGC0026740,3,2,spiral
889,PGC0026752,8,2,spiral
890,PGC0026759,1,2,spiral
891,PGC0026762,8,2,spiral
892,PGC0026766,4,2,spiral
893,PGC0026785,-1,1,lenticular
894,PGC0026787,4,2,spiral
895,PGC0026817,3,2,spiral
896,PGC0026822,9,2,spiral
897,PGC0026854,-4,0,elliptical
898,PGC0026856,4,2,spiral
899,PGC0026871,6,2,spiral
900,PGC0026873,3,2,spiral
901,PGC0026895,9,2,spiral
902,PGC0026899,8,2,spiral
903,PGC0026903,5,2,spiral
904,PGC0026904,8,2,spiral
905,PGC0026932,0,2,spiral
906,PGC0026939,-2,1,lenticular
907,PGC0026950,-2,1,lenticular
908,PGC0026959,9,2,spiral
909,PGC0026970,3,2,spiral
910,PGC0026974,6,2,spiral
911,PGC0026979,0,2,spiral
912,PGC0026982,4,2,spiral
913,PGC0026998,-2,1,lenticular
914,PGC0027016,7,2,spiral
915,PGC0027029,4,2,spiral
916,PGC0027041,-1,1,lenticular
917,PGC0027047,6,2,spiral
918,PGC0027049,-2,1,lenticular
919,PGC0027059,7,2,spiral
920,PGC0027064,0,2,spiral
921,PGC0027074,3,2,spiral
922,PGC0027079,8,2,spiral
923,PGC0027091,10,3,irregular
924,PGC0027108,3,2,spiral
925,PGC0027111,-5,0,elliptical
926,PGC0027121,2,2,spiral
927,PGC0027154,7,2,spiral
928,PGC0027166,6,2,spiral
929,PGC0027169,6,2,spiral
930,PGC0027219,3,2,spiral
931,PGC0027248,8,2,spiral
932,PGC0027261,8,2,spiral
933,PGC0027266,3,2,spiral
934,PGC0027282,-1,1,lenticular
935,PGC0027331,8,2,spiral
936,PGC0027358,3,2,spiral
937,PGC0027361,3,2,spiral
938,PGC0027362,-2,1,lenticular
939,PGC0027416,8,2,spiral
940,PGC0027423,-5,0,elliptical
941,PGC0027472,-2,1,lenticular
942,PGC0027477,3,2,spiral
943,PGC0027504,8,2,spiral
944,PGC0027518,3,2,spiral
945,PGC0027527,5,2,spiral
946,PGC0027533,6,2,spiral
947,PGC0027546,-2,1,lenticular
948,PGC0027547,5,2,spiral
949,PGC0027549,7,2,spiral
950,PGC0027558,6,2,spiral
951,PGC0027619,0,2,spiral
952,PGC0027620,3,2,spiral
953,PGC0027630,6,2,spiral
954,PGC0027635,0,2,spiral
955,PGC0027662,6,2,spiral
956,PGC0027665,-2,1,lenticular
957,PGC0027681,4,2,spiral
958,PGC0027709,8,2,spiral
959,PGC0027716,-2,1,lenticular
960,PGC0027723,4,2,spiral
961,PGC0027753,-1,1,lenticular
962,PGC0027765,-1,1,lenticular
963,PGC0027777,3,2,spiral
964,PGC0027780,4,2,spiral
965,PGC0027784,10,3,irregular
966,PGC0027785,10,3,irregular
967,PGC0027789,3,2,spiral
968,PGC0027800,-1,1,lenticular
969,PGC0027803,4,2,spiral
970,PGC0027813,-3,1,lenticular
971,PGC0027826,4,2,spiral
972,PGC0027827,-2,1,lenticular
973,PGC0027830,-3,1,lenticular
974,PGC0027843,2,2,spiral
975,PGC0027859,2,2,spiral
976,PGC0027860,2,2,spiral
977,PGC0027875,10,3,irregular
978,PGC0027893,6,2,spiral
979,PGC0027925,4,2,spiral
980,PGC0027935,10,3,irregular
981,PGC0027939,1,2,spiral
982,PGC0027944,2,2,spiral
983,PGC0027946,4,2,spiral
984,PGC0027958,0,2,spiral
985,PGC0027968,7,2,spiral
986,PGC0027981,2,2,spiral
987,PGC0027987,7,2,spiral
988,PGC0027993,8,2,spiral
989,PGC0027997,7,2,spiral
990,PGC0027998,-3,1,lenticular
991,PGC0028009,-2,1,lenticular
992,PGC0028010,6,2,spiral
993,PGC0028018,6,2,spiral
994,PGC0028026,4,2,spiral
995,PGC0028032,3,2,spiral
996,PGC0028033,3,2,spiral
997,PGC0028054,8,2,spiral
998,PGC0028099,4,2,spiral
999,PGC0028101,8,2,spiral
1000,PGC0028120,9,2,spiral
1001,PGC0028126,6,2,spiral
1002,PGC0028148,7,2,spiral
1003,PGC0028186,5,2,spiral
1004,PGC0028196,5,2,spiral
1005,PGC0028197,7,2,spiral
1006,PGC0028225,6,2,spiral
1007,PGC0028240,3,2,spiral
1008,PGC0028259,0,2,spiral
1009,PGC0028269,3,2,spiral
1010,PGC0028270,-5,0,elliptical
1011,PGC0028274,3,2,spiral
1012,PGC0028296,6,2,spiral
1013,PGC0028305,10,3,irregular
1014,PGC0028317,10,3,irregular
1015,PGC0028324,9,2,spiral
1016,PGC0028328,4,2,spiral
1017,PGC0028351,7,2,spiral
1018,PGC0028352,8,2,spiral
1019,PGC0028353,2,2,spiral
1020,PGC0028357,3,2,spiral
1021,PGC0028366,6,2,spiral
1022,PGC0028370,10,3,irregular
1023,PGC0028378,10,3,irregular
1024,PGC0028383,7,2,spiral
1025,PGC0028390,8,2,spiral
1026,PGC0028408,10,3,irregular
1027,PGC0028414,-5,0,elliptical
1028,PGC0028420,1,2,spiral
1029,PGC0028424,-1,1,lenticular
1030,PGC0028452,3,2,spiral
1031,PGC0028463,10,3,irregular
1032,PGC0028470,3,2,spiral
1033,PGC0028489,9,2,spiral
1034,PGC0028495,7,2,spiral
1035,PGC0028498,1,2,spiral
1036,PGC0028517,5,2,spiral
1037,PGC0028520,4,2,spiral
1038,PGC0028531,6,2,spiral
1039,PGC0028542,9,2,spiral
1040,PGC0028551,7,2,spiral
1041,PGC0028563,7,2,spiral
1042,PGC0028590,6,2,spiral
1043,PGC0028617,3,2,spiral
1044,PGC0028623,9,2,spiral
1045,PGC0028627,9,2,spiral
1046,PGC0028630,2,2,spiral
1047,PGC0028645,4,2,spiral
1048,PGC0028655,1,2,spiral
1049,PGC0028672,6,2,spiral
1050,PGC0028699,2,2,spiral
1051,PGC0028714,10,3,irregular
1052,PGC0028741,8,2,spiral
1053,PGC0028757,10,3,irregular
1054,PGC0028789,10,3,irregular
1055,PGC0028796,-5,0,elliptical
1056,PGC0028805,3,2,spiral
1057,PGC0028809,3,2,spiral
1058,PGC0028815,-2,1,lenticular
1059,PGC0028818,7,2,spiral
1060,PGC0028846,4,2,spiral
1061,PGC0028852,8,2,spiral
1062,PGC0028868,10,3,irregular
1063,PGC0028888,5,2,spiral
1064,PGC0028897,-5,0,elliptical
1065,PGC0028910,0,2,spiral
1066,PGC0028913,10,3,irregular
1067,PGC0028939,5,2,spiral
1068,PGC0028947,8,2,spiral
1069,PGC0028949,3,2,spiral
1070,PGC0028964,-3,1,lenticular
1071,PGC0028974,-1,1,lenticular
1072,PGC0028984,1,2,spiral
1073,PGC0029024,-5,0,elliptical
1074,PGC0029030,6,2,spiral
1075,PGC0029036,8,2,spiral
1076,PGC0029043,10,3,irregular
1077,PGC0029050,4,2,spiral
1078,PGC0029057,2,2,spiral
1079,PGC0029061,-3,1,lenticular
1080,PGC0029142,0,2,spiral
1081,PGC0029146,-1,1,lenticular
1082,PGC0029156,6,2,spiral
1083,PGC0029172,6,2,spiral
1084,PGC0029174,7,2,spiral
1085,PGC0029186,9,2,spiral
1086,PGC0029196,1,2,spiral
1087,PGC0029205,6,2,spiral
1088,PGC0029206,3,2,spiral
1089,PGC0029209,3,2,spiral
1090,PGC0029220,-5,0,elliptical
1091,PGC0029229,10,3,irregular
1092,PGC0029230,9,2,spiral
1093,PGC0029237,3,2,spiral
1094,PGC0029247,8,2,spiral
1095,PGC0029249,-5,0,elliptical
1096,PGC0029261,6,2,spiral
1097,PGC0029295,6,2,spiral
1098,PGC0029338,-5,0,elliptical
1099,PGC0029340,-5,0,elliptical
1100,PGC0029365,9,2,spiral
1101,PGC0029413,9,2,spiral
1102,PGC0029415,8,2,spiral
1103,PGC0029427,9,2,spiral
1104,PGC0029428,9,2,spiral
1105,PGC0029459,7,2,spiral
1106,PGC0029460,3,2,spiral
1107,PGC0029468,10,3,irregular
1108,PGC0029469,8,2,spiral
1109,PGC0029472,5,2,spiral
1110,PGC0029474,3,2,spiral
1111,PGC0029475,-2,1,lenticular
1112,PGC0029484,3,2,spiral
1113,PGC0029488,11,4,dwarf_elliptical
1114,PGC0029496,4,2,spiral
1115,PGC0029526,6,2,spiral
1116,PGC0029539,4,2,spiral
1117,PGC0029549,9,2,spiral
1118,PGC0029550,8,2,spiral
1119,PGC0029567,2,2,spiral
1120,PGC0029595,10,3,irregular
1121,PGC0029603,9,2,spiral
1122,PGC0029614,6,2,spiral
1123,PGC0029664,4,2,spiral
1124,PGC0029671,5,2,spiral
1125,PGC0029683,6,2,spiral
1126,PGC0029696,3,2,spiral
1127,PGC0029706,1,2,spiral
1128,PGC0029711,5,2,spiral
1129,PGC0029730,-1,1,lenticular
1130,PGC0029745,-2,1,lenticular
1131,PGC0029746,7,2,spiral
1132,PGC0029747,6,2,spiral
1133,PGC0029798,9,2,spiral
1134,PGC0029805,0,2,spiral
1135,PGC0029807,-4,0,elliptical
1136,PGC0029814,0,2,spiral
1137,PGC0029822,-5,0,elliptical
1138,PGC0029824,6,2,spiral
1139,PGC0029835,8,2,spiral
1140,PGC0029851,9,2,spiral
1141,PGC0029855,2,2,spiral
1142,PGC0029889,2,2,spiral
1143,PGC0029919,5,2,spiral
1144,PGC0029943,5,2,spiral
1145,PGC0029953,2,2,spiral
1146,PGC0029956,6,2,spiral
1147,PGC0029969,9,2,spiral
1148,PGC0029983,3,2,spiral
1149,PGC0029995,4,2,spiral
1150,PGC0029997,8,2,spiral
1151,PGC0030001,-5,0,elliptical
1152,PGC0030018,9,2,spiral
1153,PGC0030027,-3,1,lenticular
1154,PGC0030036,2,2,spiral
1155,PGC0030042,10,3,irregular
1156,PGC0030044,3,2,spiral
1157,PGC0030078,-1,1,lenticular
1158,PGC0030084,4,2,spiral
1159,PGC0030087,5,2,spiral
1160,PGC0030094,2,2,spiral
1161,PGC0030136,3,2,spiral
1162,PGC0030151,-2,1,lenticular
1163,PGC0030153,3,2,spiral
1164,PGC0030176,-1,1,lenticular
1165,PGC0030178,5,2,spiral
1166,PGC0030183,3,2,spiral
1167,PGC0030187,10,3,irregular
1168,PGC0030197,5,2,spiral
1169,PGC0030217,5,2,spiral
1170,PGC0030236,2,2,spiral
1171,PGC0030240,-1,1,lenticular
1172,PGC0030310,8,2,spiral
1173,PGC0030322,6,2,spiral
1174,PGC0030334,2,2,spiral
1175,PGC0030364,3,2,spiral
1176,PGC0030371,0,2,spiral
1177,PGC0030372,8,2,spiral
1178,PGC0030386,5,2,spiral
1179,PGC0030413,7,2,spiral
1180,PGC0030419,-3,1,lenticular
1181,PGC0030430,6,2,spiral
1182,PGC0030449,6,2,spiral
1183,PGC0030459,4,2,spiral
1184,PGC0030462,9,2,spiral
1185,PGC0030463,-1,1,lenticular
1186,PGC0030468,6,2,spiral
1187,PGC0030513,9,2,spiral
1188,PGC0030569,6,2,spiral
1189,PGC0030579,6,2,spiral
1190,PGC0030610,0,2,spiral
1191,PGC0030680,4,2,spiral
1192,PGC0030684,6,2,spiral
1193,PGC0030686,-5,0,elliptical
1194,PGC0030694,4,2,spiral
1195,PGC0030795,6,2,spiral
1196,PGC0030829,3,2,spiral
1197,PGC0030832,10,3,irregular
1198,PGC0030839,6,2,spiral
1199,PGC0030871,8,2,spiral
1200,PGC0030885,6,2,spiral
1201,PGC0030971,4,2,spiral
1202,PGC0031003,5,2,spiral
1203,PGC0031032,10,3,irregular
1204,PGC0031037,9,2,spiral
1205,PGC0031040,7,2,spiral
1206,PGC0031063,4,2,spiral
1207,PGC0031067,3,2,spiral
1208,PGC0031083,5,2,spiral
1209,PGC0031125,9,2,spiral
1210,PGC0031130,8,2,spiral
1211,PGC0031141,0,2,spiral
1212,PGC0031145,4,2,spiral
1213,PGC0031192,8,2,spiral
1214,PGC0031198,-2,1,lenticular
1215,PGC0031235,4,2,spiral
1216,PGC0031236,4,2,spiral
1217,PGC0031269,-2,1,lenticular
1218,PGC0031275,5,2,spiral
1219,PGC0031307,9,2,spiral
1220,PGC0031336,2,2,spiral
1221,PGC0031427,10,3,irregular
1222,PGC0031428,4,2,spiral
1223,PGC0031442,9,2,spiral
1224,PGC0031446,2,2,spiral
1225,PGC0031457,-5,0,elliptical
1226,PGC0031472,-1,1,lenticular
1227,PGC0031477,10,3,irregular
1228,PGC0031528,3,2,spiral
1229,PGC0031539,-2,1,lenticular
1230,PGC0031545,4,2,spiral
1231,PGC0031567,2,2,spiral
1232,PGC0031572,1,2,spiral
1233,PGC0031594,8,2,spiral
1234,PGC0031604,2,2,spiral
1235,PGC0031650,8,2,spiral
1236,PGC0031651,4,2,spiral
1237,PGC0031671,7,2,spiral
1238,PGC0031673,3,2,spiral
1239,PGC0031689,-5,0,elliptical
1240,PGC0031693,10,3,irregular
1241,PGC0031701,1,2,spiral
1242,PGC0031708,3,2,spiral
1243,PGC0031758,3,2,spiral
1244,PGC0031768,-5,0,elliptical
1245,PGC0031771,6,2,spiral
1246,PGC0031782,7,2,spiral
1247,PGC0031817,4,2,spiral
1248,PGC0031834,7,2,spiral
1249,PGC0031845,-5,0,elliptical
1250,PGC0031863,1,2,spiral
1251,PGC0031865,7,2,spiral
1252,PGC0031883,5,2,spiral
1253,PGC0031892,3,2,spiral
1254,PGC0031923,9,2,spiral
1255,PGC0031965,1,2,spiral
1256,PGC0031982,5,2,spiral
1257,PGC0032021,3,2,spiral
1258,PGC0032032,-5,0,elliptical
1259,PGC0032041,9,2,spiral
1260,PGC0032048,10,3,irregular
1261,PGC0032069,4,2,spiral
1262,PGC0032078,5,2,spiral
1263,PGC0032084,0,2,spiral
1264,PGC0032086,6,2,spiral
1265,PGC0032087,4,2,spiral
1266,PGC0032088,3,2,spiral
1267,PGC0032103,10,3,irregular
1268,PGC0032119,6,2,spiral
1269,PGC0032123,1,2,spiral
1270,PGC0032134,0,2,spiral
1271,PGC0032149,4,2,spiral
1272,PGC0032153,7,2,spiral
1273,PGC0032178,3,2,spiral
1274,PGC0032182,6,2,spiral
1275,PGC0032183,5,2,spiral
1276,PGC0032204,7,2,spiral
1277,PGC0032208,3,2,spiral
1278,PGC0032221,9,2,spiral
1279,PGC0032226,9,2,spiral
1280,PGC0032234,3,2,spiral
1281,PGC0032244,-5,0,elliptical
1282,PGC0032245,2,2,spiral
1283,PGC0032248,9,2,spiral
1284,PGC0032249,-3,1,lenticular
1285,PGC0032251,5,2,spiral
1286,PGC0032259,8,2,spiral
1287,PGC0032266,4,2,spiral
1288,PGC0032285,-3,1,lenticular
1289,PGC0032306,6,2,spiral
1290,PGC0032307,2,2,spiral
1291,PGC0032321,5,2,spiral
1292,PGC0032337,8,2,spiral
1293,PGC0032342,1,2,spiral
1294,PGC0032343,10,3,irregular
1295,PGC0032364,8,2,spiral
1296,PGC0032383,-4,0,elliptical
1297,PGC0032384,8,2,spiral
1298,PGC0032385,10,3,irregular
1299,PGC0032390,9,2,spiral
1300,PGC0032396,6,2,spiral
1301,PGC0032405,10,3,irregular
1302,PGC0032423,-5,0,elliptical
1303,PGC0032424,3,2,spiral
1304,PGC0032434,6,2,spiral
1305,PGC0032437,8,2,spiral
1306,PGC0032449,4,2,spiral
1307,PGC0032452,1,2,spiral
1308,PGC0032471,11,4,dwarf_elliptical
1309,PGC0032484,4,2,spiral
1310,PGC0032495,5,2,spiral
1311,PGC0032508,-2,1,lenticular
1312,PGC0032519,6,2,spiral
1313,PGC0032529,5,2,spiral
1314,PGC0032535,0,2,spiral
1315,PGC0032540,6,2,spiral
1316,PGC0032543,9,2,spiral
1317,PGC0032567,3,2,spiral
1318,PGC0032568,-1,1,lenticular
1319,PGC0032570,9,2,spiral
1320,PGC0032579,0,2,spiral
1321,PGC0032584,3,2,spiral
1322,PGC0032595,3,2,spiral
1323,PGC0032604,9,2,spiral
1324,PGC0032611,1,2,spiral
1325,PGC0032613,2,2,spiral
1326,PGC0032614,4,2,spiral
1327,PGC0032616,3,2,spiral
1328,PGC0032626,-3,1,lenticular
1329,PGC0032637,3,2,spiral
1330,PGC0032643,9,2,spiral
1331,PGC0032652,8,2,spiral
1332,PGC0032659,-3,1,lenticular
1333,PGC0032661,9,2,spiral
1334,PGC0032679,3,2,spiral
1335,PGC0032680,4,2,spiral
1336,PGC0032697,7,2,spiral
1337,PGC0032705,3,2,spiral
1338,PGC0032714,9,2,spiral
1339,PGC0032726,1,2,spiral
1340,PGC0032729,4,2,spiral
1341,PGC0032738,5,2,spiral
1342,PGC0032740,9,2,spiral
1343,PGC0032765,1,2,spiral
1344,PGC0032772,8,2,spiral
1345,PGC0032786,3,2,spiral
1346,PGC0032822,-1,1,lenticular
1347,PGC0032831,2,2,spiral
1348,PGC0032850,1,2,spiral
1349,PGC0032854,-2,1,lenticular
1350,PGC0032863,4,2,spiral
1351,PGC0032870,10,3,irregular
1352,PGC0032871,8,2,spiral
1353,PGC0032876,8,2,spiral
1354,PGC0032907,9,2,spiral
1355,PGC0032937,1,2,spiral
1356,PGC0032940,-3,1,lenticular
1357,PGC0032976,4,2,spiral
1358,PGC0032986,6,2,spiral
1359,PGC0032987,-5,0,elliptical
1360,PGC0032991,5,2,spiral
1361,PGC0032995,0,2,spiral
1362,PGC0033002,1,2,spiral
1363,PGC0033004,-2,1,lenticular
1364,PGC0033019,6,2,spiral
1365,PGC0033030,-1,1,lenticular
1366,PGC0033033,3,2,spiral
1367,PGC0033040,2,2,spiral
1368,PGC0033044,4,2,spiral
1369,PGC0033045,8,2,spiral
1370,PGC0033058,1,2,spiral
1371,PGC0033065,3,2,spiral
1372,PGC0033067,2,2,spiral
1373,PGC0033069,4,2,spiral
1374,PGC0033074,3,2,spiral
1375,PGC0033078,-3,1,lenticular
1376,PGC0033081,2,2,spiral
1377,PGC0033090,-5,0,elliptical
1378,PGC0033091,-3,1,lenticular
1379,PGC0033101,4,2,spiral
1380,PGC0033104,1,2,spiral
1381,PGC0033105,0,2,spiral
1382,PGC0033114,0,2,spiral
1383,PGC0033120,4,2,spiral
1384,PGC0033128,-3,1,lenticular
1385,PGC0033138,-3,1,lenticular
1386,PGC0033140,5,2,spiral
1387,PGC0033144,-2,1,lenticular
1388,PGC0033147,5,2,spiral
1389,PGC0033150,-5,0,elliptical
1390,PGC0033153,4,2,spiral
1391,PGC0033158,-2,1,lenticular
1392,PGC0033159,1,2,spiral
1393,PGC0033160,-2,1,lenticular
1394,PGC0033161,3,2,spiral
1395,PGC0033168,2,2,spiral
1396,PGC0033175,4,2,spiral
1397,PGC0033180,-5,0,elliptical
1398,PGC0033188,7,2,spiral
1399,PGC0033190,4,2,spiral
1400,PGC0033198,2,2,spiral
1401,PGC0033203,6,2,spiral
1402,PGC0033220,4,2,spiral
1403,PGC0033234,5,2,spiral
1404,PGC0033238,1,2,spiral
1405,PGC0033240,4,2,spiral
1406,PGC0033242,6,2,spiral
1407,PGC0033257,1,2,spiral
1408,PGC0033269,4,2,spiral
1409,PGC0033294,4,2,spiral
1410,PGC0033310,6,2,spiral
1411,PGC0033312,-5,0,elliptical
1412,PGC0033319,4,2,spiral
1413,PGC0033320,3,2,spiral
1414,PGC0033325,5,2,spiral
1415,PGC0033330,4,2,spiral
1416,PGC0033339,-5,0,elliptical
1417,PGC0033346,10,3,irregular
1418,PGC0033364,6,2,spiral
1419,PGC0033370,2,2,spiral
1420,PGC0033379,3,2,spiral
1421,PGC0033380,-3,1,lenticular
1422,PGC0033386,-4,0,elliptical
1423,PGC0033387,4,2,spiral
1424,PGC0033394,-3,1,lenticular
1425,PGC0033396,8,2,spiral
1426,PGC0033404,0,2,spiral
1427,PGC0033421,6,2,spiral
1428,PGC0033433,3,2,spiral
1429,PGC0033436,6,2,spiral
1430,PGC0033444,6,2,spiral
1431,PGC0033446,4,2,spiral
1432,PGC0033454,-3,1,lenticular
1433,PGC0033455,-1,1,lenticular
1434,PGC0033459,-3,1,lenticular
1435,PGC0033461,4,2,spiral
1436,PGC0033477,2,2,spiral
1437,PGC0033479,8,2,spiral
1438,PGC0033485,3,2,spiral
1439,PGC0033495,3,2,spiral
1440,PGC0033510,0,2,spiral
1441,PGC0033529,8,2,spiral
1442,PGC0033532,3,2,spiral
1443,PGC0033550,3,2,spiral
1444,PGC0033558,3,2,spiral
1445,PGC0033566,2,2,spiral
1446,PGC0033567,3,2,spiral
1447,PGC0033569,5,2,spiral
1448,PGC0033572,-3,1,lenticular
1449,PGC0033573,4,2,spiral
1450,PGC0033577,-1,1,lenticular
1451,PGC0033578,-5,0,elliptical
1452,PGC0033604,-1,1,lenticular
1453,PGC0033608,-2,1,lenticular
1454,PGC0033622,5,2,spiral
1455,PGC0033625,8,2,spiral
1456,PGC0033633,8,2,spiral
1457,PGC0033635,8,2,spiral
1458,PGC0033642,5,2,spiral
1459,PGC0033643,2,2,spiral
1460,PGC0033645,4,2,spiral
1461,PGC0033662,-5,0,elliptical
1462,PGC0033680,-5,0,elliptical
1463,PGC0033686,3,2,spiral
1464,PGC0033689,4,2,spiral
1465,PGC0033704,2,2,spiral
1466,PGC0033712,8,2,spiral
1467,PGC0033716,6,2,spiral
1468,PGC0033719,3,2,spiral
1469,PGC0033729,4,2,spiral
1470,PGC0033749,3,2,spiral
1471,PGC0033760,1,2,spiral
1472,PGC0033783,6,2,spiral
1473,PGC0033792,3,2,spiral
1474,PGC0033803,3,2,spiral
1475,PGC0033806,-1,1,lenticular
1476,PGC0033812,4,2,spiral
1477,PGC0033817,4,2,spiral
1478,PGC0033835,6,2,spiral
1479,PGC0033844,0,2,spiral
1480,PGC0033863,-3,1,lenticular
1481,PGC0033866,6,2,spiral
1482,PGC0033869,3,2,spiral
1483,PGC0033875,9,2,spiral
1484,PGC0033876,4,2,spiral
1485,PGC0033896,-2,1,lenticular
1486,PGC0033901,2,2,spiral
1487,PGC0033902,-4,0,elliptical
1488,PGC0033905,10,3,irregular
1489,PGC0033910,-2,1,lenticular
1490,PGC0033911,0,2,spiral
1491,PGC0033914,5,2,spiral
1492,PGC0033917,-3,1,lenticular
1493,PGC0033929,0,2,spiral
1494,PGC0033930,2,2,spiral
1495,PGC0033934,0,2,spiral
1496,PGC0033942,-3,1,lenticular
1497,PGC0033951,-3,1,lenticular
1498,PGC0033959,10,3,irregular
1499,PGC0033964,5,2,spiral
1500,PGC0033976,8,2,spiral
1501,PGC0033977,-3,1,lenticular
1502,PGC0033982,1,2,spiral
1503,PGC0033998,-3,1,lenticular
1504,PGC0034004,-5,0,elliptical
1505,PGC0034008,-3,1,lenticular
1506,PGC0034009,-2,1,lenticular
1507,PGC0034015,0,2,spiral
1508,PGC0034018,6,2,spiral
1509,PGC0034019,2,2,spiral
1510,PGC0034021,-5,0,elliptical
1511,PGC0034024,4,2,spiral
1512,PGC0034026,-3,1,lenticular
1513,PGC0034029,8,2,spiral
1514,PGC0034030,3,2,spiral
1515,PGC0034039,8,2,spiral
1516,PGC0034062,-5,0,elliptical
1517,PGC0034075,-5,0,elliptical
1518,PGC0034090,8,2,spiral
1519,PGC0034107,0,2,spiral
1520,PGC0034124,10,3,irregular
1521,PGC0034132,3,2,spiral
1522,PGC0034138,-3,1,lenticular
1523,PGC0034140,3,2,spiral
1524,PGC0034156,8,2,spiral
1525,PGC0034159,-3,1,lenticular
1526,PGC0034170,8,2,spiral
1527,PGC0034178,3,2,spiral
1528,PGC0034195,5,2,spiral
1529,PGC0034199,2,2,spiral
1530,PGC0034203,6,2,spiral
1531,PGC0034204,3,2,spiral
1532,PGC0034205,0,2,spiral
1533,PGC0034211,4,2,spiral
1534,PGC0034222,-3,1,lenticular
1535,PGC0034232,3,2,spiral
1536,PGC0034249,9,2,spiral
1537,PGC0034257,-1,1,lenticular
1538,PGC0034260,3,2,spiral
1539,PGC0034268,3,2,spiral
1540,PGC0034278,2,2,spiral
1541,PGC0034284,4,2,spiral
1542,PGC0034298,5,2,spiral
1543,PGC0034303,-5,0,elliptical
1544,PGC0034308,9,2,spiral
1545,PGC0034320,-1,1,lenticular
1546,PGC0034335,3,2,spiral
1547,PGC0034353,6,2,spiral
1548,PGC0034359,0,2,spiral
1549,PGC0034368,6,2,spiral
1550,PGC0034371,4,2,spiral
1551,PGC0034373,8,2,spiral
1552,PGC0034374,-1,1,lenticular
1553,PGC0034379,3,2,spiral
1554,PGC0034387,1,2,spiral
1555,PGC0034399,7,2,spiral
1556,PGC0034476,10,3,irregular
1557,PGC0034478,0,2,spiral
1558,PGC0034481,2,2,spiral
1559,PGC0034485,5,2,spiral
1560,PGC0034486,1,2,spiral
1561,PGC0034489,-3,1,lenticular
1562,PGC0034497,9,2,spiral
1563,PGC0034498,-3,1,lenticular
1564,PGC0034502,9,2,spiral
1565,PGC0034527,1,2,spiral
1566,PGC0034530,10,3,irregular
1567,PGC0034561,5,2,spiral
1568,PGC0034562,9,2,spiral
1569,PGC0034566,-2,1,lenticular
1570,PGC0034578,-2,1,lenticular
1571,PGC0034583,-3,1,lenticular
1572,PGC0034591,4,2,spiral
1573,PGC0034598,4,2,spiral
1574,PGC0034599,4,2,spiral
